date,rank,song,artist,last-week,peak-rank,weeks-on-board
2020-12-26,2,All I Want For Christmas Is You,Mariah Carey,1.0,1,42
2020-12-26,3,Rockin' Around The Christmas Tree,Brenda Lee,3.0,2,37
2020-12-26,4,Jingle Bell Rock,Bobby Helms,5.0,3,34
2020-12-26,5,Mood,24kGoldn Featuring iann dior,2.0,1,19
2020-12-26,6,A Holly Jolly Christmas,Burl Ives,14.0,4,18
2020-12-26,7,It's The Most Wonderful Time Of The Year,Andy Williams,6.0,6,19
2020-12-26,8,Positions,Ariana Grande,4.0,1,8
2020-12-26,9,Dynamite,BTS,24.0,1,17
2020-12-26,10,Feliz Navidad,Jose Feliciano,10.0,10,13
2020-12-26,11,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,15.0,11,12
2020-12-26,12,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,35.0,12,7
2020-12-26,13,Holy,Justin Bieber Featuring Chance The Rapper,9.0,3,13
2020-12-26,14,Last Christmas,Wham!,11.0,11,18
2020-12-26,15,The Christmas Song (Merry Christmas To You),Nat King Cole,16.0,11,25
2020-12-26,16,Go Crazy,Chris Brown & Young Thug,13.0,9,32
2020-12-26,17,Laugh Now Cry Later,Drake Featuring Lil Durk,8.0,2,18
2020-12-26,18,Blinding Lights,The Weeknd,7.0,1,55
2020-12-26,19,Sleigh Ride,The Ronettes,20.0,19,10
2020-12-26,20,I Hope,Gabby Barrett Featuring Charlie Puth,12.0,3,51
2020-12-26,22,Body,Megan Thee Stallion,18.0,12,4
2020-12-26,23,Dakiti,Bad Bunny & Jhay Cortez,17.0,5,7
2020-12-26,24,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,19.0,6,18
2020-12-26,25,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,21.0,6,24
2020-12-26,26,Happy Holiday / The Holiday Season,Andy Williams,29.0,24,7
2020-12-26,27,Levitating,Dua Lipa Featuring DaBaby,27.0,20,11
2020-12-26,28,Underneath The Tree,Kelly Clarkson,25.0,25,8
2020-12-26,29,Run Rudolph Run,Chuck Berry,40.0,29,7
2020-12-26,30,Kings & Queens,Ava Max,22.0,13,19
2020-12-26,31,Rudolph The Red-Nosed Reindeer,Gene Autry,34.0,16,11
2020-12-26,32,Santa Tell Me,Ariana Grande,39.0,32,7
2020-12-26,33,Bang!,AJR,28.0,24,24
2020-12-26,35,34+35,Ariana Grande,26.0,8,7
2020-12-26,36,Therefore I Am,Billie Eilish,23.0,2,6
2020-12-26,37,Christmas (Baby Please Come Home),Darlene Love,31.0,29,6
2020-12-26,38,White Christmas,Bing Crosby,32.0,12,19
2020-12-26,42,It's Beginning To Look A Lot Like Christmas,Michael Buble,33.0,33,4
2020-12-26,43,(There's No Place Like) Home For The Holidays,Perry Como,37.0,32,6
2020-12-26,44,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",47.0,2,45
2020-12-26,46,Wonderful Christmastime,Paul McCartney,45.0,45,3
2020-12-26,48,What You Know Bout Love,Pop Smoke,46.0,25,15
2020-12-26,50,Rockstar,DaBaby Featuring Roddy Ricch,42.0,1,35
2020-12-19,1,All I Want For Christmas Is You,Mariah Carey,2.0,1,41
2020-12-19,2,Mood,24kGoldn Featuring iann dior,1.0,1,18
2020-12-19,3,Rockin' Around The Christmas Tree,Brenda Lee,4.0,2,36
2020-12-19,4,Positions,Ariana Grande,3.0,1,7
2020-12-19,5,Jingle Bell Rock,Bobby Helms,9.0,3,33
2020-12-19,6,It's The Most Wonderful Time Of The Year,Andy Williams,12.0,6,18
2020-12-19,7,Blinding Lights,The Weeknd,11.0,1,54
2020-12-19,8,Laugh Now Cry Later,Drake Featuring Lil Durk,6.0,2,17
2020-12-19,9,Holy,Justin Bieber Featuring Chance The Rapper,7.0,3,12
2020-12-19,10,Feliz Navidad,Jose Feliciano,16.0,10,12
2020-12-19,11,Last Christmas,Wham!,21.0,11,17
2020-12-19,12,I Hope,Gabby Barrett Featuring Charlie Puth,8.0,3,50
2020-12-19,13,Go Crazy,Chris Brown & Young Thug,15.0,9,31
2020-12-19,14,A Holly Jolly Christmas,Burl Ives,24.0,4,17
2020-12-19,15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,22.0,15,11
2020-12-19,16,The Christmas Song (Merry Christmas To You),Nat King Cole,18.0,11,24
2020-12-19,17,Dakiti,Bad Bunny & Jhay Cortez,5.0,5,6
2020-12-19,18,Body,Megan Thee Stallion,14.0,12,3
2020-12-19,19,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,13.0,6,17
2020-12-19,20,Sleigh Ride,The Ronettes,23.0,20,9
2020-12-19,21,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,17.0,6,23
2020-12-19,22,Kings & Queens,Ava Max,19.0,13,18
2020-12-19,23,Therefore I Am,Billie Eilish,20.0,2,5
2020-12-19,24,Dynamite,BTS,10.0,1,16
2020-12-19,25,Underneath The Tree,Kelly Clarkson,30.0,25,7
2020-12-19,26,34+35,Ariana Grande,25.0,8,6
2020-12-19,27,Levitating,Dua Lipa Featuring DaBaby,26.0,20,10
2020-12-19,28,Bang!,AJR,27.0,24,23
2020-12-19,29,Happy Holiday / The Holiday Season,Andy Williams,34.0,24,6
2020-12-19,31,Christmas (Baby Please Come Home),Darlene Love,41.0,29,5
2020-12-19,32,White Christmas,Bing Crosby,37.0,12,18
2020-12-19,33,It's Beginning To Look A Lot Like Christmas,Michael Buble,39.0,33,3
2020-12-19,34,Rudolph The Red-Nosed Reindeer,Gene Autry,40.0,16,10
2020-12-19,35,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,45.0,28,6
2020-12-19,36,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,36.0,28,8
2020-12-19,37,(There's No Place Like) Home For The Holidays,Perry Como,47.0,32,5
2020-12-19,38,Monster,Shawn Mendes & Justin Bieber,38.0,8,3
2020-12-19,42,Rockstar,DaBaby Featuring Roddy Ricch,35.0,1,34
2020-12-19,43,WAP,Cardi B Featuring Megan Thee Stallion,33.0,1,18
2020-12-19,44,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,29.0,1,26
2020-12-19,46,What You Know Bout Love,Pop Smoke,52.0,25,14
2020-12-19,47,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",48.0,2,44
2020-12-19,48,Holiday,Lil Nas X,51.0,37,4
2020-12-19,49,More Than My Hometown,Morgan Wallen,32.0,15,26
2020-12-19,50,Lonely,Justin Bieber & benny blanco,46.0,14,8
2020-12-12,1,Mood,24kGoldn Featuring iann dior,2.0,1,17
2020-12-12,2,All I Want For Christmas Is You,Mariah Carey,14.0,1,40
2020-12-12,3,Positions,Ariana Grande,4.0,1,6
2020-12-12,4,Rockin' Around The Christmas Tree,Brenda Lee,21.0,2,35
2020-12-12,5,Dakiti,Bad Bunny & Jhay Cortez,15.0,5,5
2020-12-12,6,Laugh Now Cry Later,Drake Featuring Lil Durk,7.0,2,16
2020-12-12,7,Holy,Justin Bieber Featuring Chance The Rapper,6.0,3,11
2020-12-12,8,I Hope,Gabby Barrett Featuring Charlie Puth,5.0,3,49
2020-12-12,9,Jingle Bell Rock,Bobby Helms,31.0,3,32
2020-12-12,10,Dynamite,BTS,3.0,1,15
2020-12-12,11,Blinding Lights,The Weeknd,9.0,1,53
2020-12-12,12,It's The Most Wonderful Time Of The Year,Andy Williams,37.0,7,17
2020-12-12,13,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10.0,6,16
2020-12-12,14,Body,Megan Thee Stallion,12.0,12,2
2020-12-12,15,Go Crazy,Chris Brown & Young Thug,17.0,9,30
2020-12-12,16,Feliz Navidad,Jose Feliciano,45.0,12,11
2020-12-12,17,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,16.0,6,22
2020-12-12,18,The Christmas Song (Merry Christmas To You),Nat King Cole,48.0,11,23
2020-12-12,19,Kings & Queens,Ava Max,18.0,13,17
2020-12-12,20,Therefore I Am,Billie Eilish,11.0,2,4
2020-12-12,21,Last Christmas,Wham!,42.0,11,16
2020-12-12,22,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,49.0,15,10
2020-12-12,25,34+35,Ariana Grande,30.0,8,5
2020-12-12,26,Levitating,Dua Lipa Featuring DaBaby,24.0,20,9
2020-12-12,27,Bang!,AJR,29.0,24,22
2020-12-12,28,Life Goes On,BTS,1.0,1,2
2020-12-12,29,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,19.0,1,25
2020-12-12,31,Be Like That,Kane Brown With Swae Lee & Khalid,27.0,19,21
2020-12-12,32,More Than My Hometown,Morgan Wallen,20.0,15,25
2020-12-12,33,WAP,Cardi B Featuring Megan Thee Stallion,23.0,1,17
2020-12-12,35,Rockstar,DaBaby Featuring Roddy Ricch,26.0,1,33
2020-12-12,38,Monster,Shawn Mendes & Justin Bieber,8.0,8,2
2020-12-12,42,Before You Go,Lewis Capaldi,28.0,9,44
2020-12-12,43,ily,Surf Mesa Featuring Emilee,33.0,23,28
2020-12-12,44,Said Sum,Moneybagg Yo,34.0,17,22
2020-12-12,46,Lonely,Justin Bieber & benny blanco,32.0,14,7
2020-12-12,48,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",39.0,2,43
2020-12-12,49,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,44.0,36,19
2020-12-12,50,Watermelon Sugar,Harry Styles,36.0,1,37
2020-12-05,2,Mood,24kGoldn Featuring iann dior,1.0,1,16
2020-12-05,3,Dynamite,BTS,14.0,1,14
2020-12-05,4,Positions,Ariana Grande,3.0,1,5
2020-12-05,5,I Hope,Gabby Barrett Featuring Charlie Puth,4.0,3,48
2020-12-05,6,Holy,Justin Bieber Featuring Chance The Rapper,6.0,3,10
2020-12-05,7,Laugh Now Cry Later,Drake Featuring Lil Durk,5.0,2,15
2020-12-05,9,Blinding Lights,The Weeknd,7.0,1,52
2020-12-05,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,8.0,6,15
2020-12-05,11,Therefore I Am,Billie Eilish,2.0,2,3
2020-12-05,14,All I Want For Christmas Is You,Mariah Carey,29.0,1,39
2020-12-05,15,Dakiti,Bad Bunny & Jhay Cortez,9.0,8,4
2020-12-05,16,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,10.0,6,21
2020-12-05,17,Go Crazy,Chris Brown & Young Thug,12.0,9,29
2020-12-05,18,Kings & Queens,Ava Max,13.0,13,16
2020-12-05,19,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,11.0,1,24
2020-12-05,20,More Than My Hometown,Morgan Wallen,15.0,15,24
2020-12-05,21,Rockin' Around The Christmas Tree,Brenda Lee,43.0,2,34
2020-12-05,23,WAP,Cardi B Featuring Megan Thee Stallion,16.0,1,16
2020-12-05,24,Levitating,Dua Lipa Featuring DaBaby,20.0,20,8
2020-12-05,26,Rockstar,DaBaby Featuring Roddy Ricch,17.0,1,32
2020-12-05,27,Be Like That,Kane Brown With Swae Lee & Khalid,19.0,19,20
2020-12-05,28,Before You Go,Lewis Capaldi,18.0,9,43
2020-12-05,29,Bang!,AJR,24.0,24,21
2020-12-05,30,34+35,Ariana Grande,27.0,8,4
2020-12-05,32,Lonely,Justin Bieber & benny blanco,26.0,14,6
2020-12-05,33,ily,Surf Mesa Featuring Emilee,23.0,23,27
2020-12-05,34,Said Sum,Moneybagg Yo,28.0,17,21
2020-12-05,35,Hawai,Maluma & The Weeknd,22.0,12,14
2020-12-05,36,Watermelon Sugar,Harry Styles,21.0,1,36
2020-12-05,38,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,34.0,33,25
2020-12-05,39,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",30.0,2,42
2020-12-05,40,One Of Them Girls,Lee Brice,33.0,17,26
2020-12-05,41,What You Know Bout Love,Pop Smoke,32.0,25,12
2020-12-05,43,Pretty Heart,Parker McCollum,36.0,36,20
2020-12-05,44,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,38.0,36,18
2020-12-05,47,Better Together,Luke Combs,39.0,30,8
2020-12-05,50,Love You Like I Used To,Russell Dickerson,35.0,31,12
2020-11-28,1,Mood,24kGoldn Featuring iann dior,1.0,1,15
2020-11-28,2,Therefore I Am,Billie Eilish,94.0,2,2
2020-11-28,3,Positions,Ariana Grande,2.0,1,4
2020-11-28,4,I Hope,Gabby Barrett Featuring Charlie Puth,3.0,3,47
2020-11-28,5,Laugh Now Cry Later,Drake Featuring Lil Durk,4.0,2,14
2020-11-28,6,Holy,Justin Bieber Featuring Chance The Rapper,7.0,3,9
2020-11-28,7,Blinding Lights,The Weeknd,5.0,1,51
2020-11-28,8,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,6.0,6,14
2020-11-28,9,Dakiti,Bad Bunny & Jhay Cortez,8.0,8,3
2020-11-28,10,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,10.0,6,20
2020-11-28,11,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,9.0,1,23
2020-11-28,12,Go Crazy,Chris Brown & Young Thug,13.0,9,28
2020-11-28,13,Kings & Queens,Ava Max,15.0,13,15
2020-11-28,14,Dynamite,BTS,17.0,1,13
2020-11-28,15,More Than My Hometown,Morgan Wallen,19.0,15,23
2020-11-28,16,WAP,Cardi B Featuring Megan Thee Stallion,11.0,1,15
2020-11-28,17,Rockstar,DaBaby Featuring Roddy Ricch,14.0,1,31
2020-11-28,18,Before You Go,Lewis Capaldi,16.0,9,42
2020-11-28,19,Be Like That,Kane Brown With Swae Lee & Khalid,20.0,19,19
2020-11-28,20,Levitating,Dua Lipa Featuring DaBaby,26.0,20,7
2020-11-28,21,Watermelon Sugar,Harry Styles,18.0,1,35
2020-11-28,22,Hawai,Maluma & The Weeknd,12.0,12,13
2020-11-28,23,ily,Surf Mesa Featuring Emilee,23.0,23,26
2020-11-28,24,Bang!,AJR,24.0,24,20
2020-11-28,25,Starting Over,Chris Stapleton,48.0,25,12
2020-11-28,26,Lonely,Justin Bieber & benny blanco,21.0,14,5
2020-11-28,27,34+35,Ariana Grande,30.0,8,3
2020-11-28,28,Said Sum,Moneybagg Yo,22.0,17,20
2020-11-28,30,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",25.0,2,41
2020-11-28,32,What You Know Bout Love,Pop Smoke,28.0,25,11
2020-11-28,33,One Of Them Girls,Lee Brice,29.0,17,25
2020-11-28,34,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,33.0,33,24
2020-11-28,35,Love You Like I Used To,Russell Dickerson,31.0,31,11
2020-11-28,36,Pretty Heart,Parker McCollum,37.0,36,19
2020-11-28,38,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,36.0,36,17
2020-11-28,39,Better Together,Luke Combs,39.0,30,7
2020-11-28,40,Forever After All,Luke Combs,27.0,2,4
2020-11-28,41,Got What I Got,Jason Aldean,34.0,16,25
2020-11-28,42,"Big, Big Plans",Chris Lane,56.0,42,7
2020-11-28,44,Wonder,Shawn Mendes,32.0,18,7
2020-11-28,45,pov,Ariana Grande,45.0,40,3
2020-11-28,47,Come & Go,Juice WRLD x Marshmello,38.0,2,19
2020-11-28,48,Diamonds,Sam Smith,40.0,40,9
2020-11-28,49,Adore You,Harry Styles,43.0,6,50
2020-11-21,1,Mood,24kGoldn Featuring iann dior,1.0,1,14
2020-11-21,2,Positions,Ariana Grande,2.0,1,3
2020-11-21,3,I Hope,Gabby Barrett Featuring Charlie Puth,5.0,3,46
2020-11-21,4,Laugh Now Cry Later,Drake Featuring Lil Durk,3.0,2,13
2020-11-21,5,Blinding Lights,The Weeknd,4.0,1,50
2020-11-21,6,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,7.0,6,13
2020-11-21,7,Holy,Justin Bieber Featuring Chance The Rapper,11.0,3,8
2020-11-21,8,Dakiti,Bad Bunny & Jhay Cortez,9.0,8,2
2020-11-21,9,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,6.0,1,22
2020-11-21,10,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,12.0,6,19
2020-11-21,11,WAP,Cardi B Featuring Megan Thee Stallion,10.0,1,14
2020-11-21,12,Hawai,Maluma & The Weeknd,60.0,12,12
2020-11-21,13,Go Crazy,Chris Brown & Young Thug,15.0,9,27
2020-11-21,14,Rockstar,DaBaby Featuring Roddy Ricch,13.0,1,30
2020-11-21,15,Kings & Queens,Ava Max,19.0,15,14
2020-11-21,16,Before You Go,Lewis Capaldi,14.0,9,41
2020-11-21,17,Dynamite,BTS,16.0,1,12
2020-11-21,18,Watermelon Sugar,Harry Styles,17.0,1,34
2020-11-21,19,More Than My Hometown,Morgan Wallen,23.0,19,22
2020-11-21,20,Be Like That,Kane Brown With Swae Lee & Khalid,22.0,19,18
2020-11-21,21,Lonely,Justin Bieber & benny blanco,21.0,14,4
2020-11-21,22,Said Sum,Moneybagg Yo,20.0,17,19
2020-11-21,23,ily,Surf Mesa Featuring Emilee,25.0,23,25
2020-11-21,24,Bang!,AJR,26.0,24,19
2020-11-21,25,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",24.0,2,40
2020-11-21,26,Levitating,Dua Lipa Featuring DaBaby,29.0,26,6
2020-11-21,27,Forever After All,Luke Combs,18.0,2,3
2020-11-21,28,What You Know Bout Love,Pop Smoke,30.0,25,10
2020-11-21,29,One Of Them Girls,Lee Brice,27.0,17,24
2020-11-21,30,34+35,Ariana Grande,8.0,8,2
2020-11-21,31,Love You Like I Used To,Russell Dickerson,34.0,31,10
2020-11-21,32,Wonder,Shawn Mendes,33.0,18,6
2020-11-21,33,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,36.0,33,23
2020-11-21,34,Got What I Got,Jason Aldean,28.0,16,24
2020-11-21,36,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,46.0,36,16
2020-11-21,37,Pretty Heart,Parker McCollum,38.0,37,18
2020-11-21,38,Come & Go,Juice WRLD x Marshmello,31.0,2,18
2020-11-21,39,Better Together,Luke Combs,41.0,30,6
2020-11-21,40,Diamonds,Sam Smith,45.0,40,8
2020-11-21,41,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,39.0,11,19
2020-11-21,42,Rags2Riches,Rod Wave Featuring ATR Son Son,42.0,12,20
2020-11-21,43,Adore You,Harry Styles,37.0,6,49
2020-11-21,44,Midnight Sky,Miley Cyrus,82.0,14,13
2020-11-21,45,pov,Ariana Grande,40.0,40,2
2020-11-21,46,Roses,SAINt JHN,44.0,4,34
2020-11-21,48,Starting Over,Chris Stapleton,69.0,48,11
2020-11-21,49,I Should Probably Go To Bed,Dan + Shay,58.0,42,15
2020-11-21,50,You Broke Me First.,Tate McRae,61.0,50,12
2020-11-14,1,Mood,24kGoldn Featuring iann dior,3.0,1,13
2020-11-14,2,Positions,Ariana Grande,1.0,1,2
2020-11-14,3,Laugh Now Cry Later,Drake Featuring Lil Durk,4.0,2,12
2020-11-14,4,Blinding Lights,The Weeknd,5.0,1,49
2020-11-14,5,I Hope,Gabby Barrett Featuring Charlie Puth,6.0,5,45
2020-11-14,6,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,8.0,1,21
2020-11-14,7,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,9.0,7,12
2020-11-14,10,WAP,Cardi B Featuring Megan Thee Stallion,7.0,1,13
2020-11-14,11,Holy,Justin Bieber Featuring Chance The Rapper,10.0,3,7
2020-11-14,12,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,14.0,6,18
2020-11-14,13,Rockstar,DaBaby Featuring Roddy Ricch,11.0,1,29
2020-11-14,14,Before You Go,Lewis Capaldi,13.0,9,40
2020-11-14,15,Go Crazy,Chris Brown & Young Thug,16.0,9,26
2020-11-14,16,Dynamite,BTS,12.0,1,11
2020-11-14,17,Watermelon Sugar,Harry Styles,15.0,1,33
2020-11-14,18,Forever After All,Luke Combs,2.0,2,2
2020-11-14,19,Kings & Queens,Ava Max,22.0,19,13
2020-11-14,20,Said Sum,Moneybagg Yo,17.0,17,18
2020-11-14,21,Lonely,Justin Bieber & benny blanco,27.0,14,3
2020-11-14,22,Be Like That,Kane Brown With Swae Lee & Khalid,19.0,19,17
2020-11-14,23,More Than My Hometown,Morgan Wallen,23.0,23,21
2020-11-14,24,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",20.0,2,39
2020-11-14,25,ily,Surf Mesa Featuring Emilee,25.0,25,24
2020-11-14,26,Bang!,AJR,28.0,26,18
2020-11-14,27,One Of Them Girls,Lee Brice,26.0,17,23
2020-11-14,28,Got What I Got,Jason Aldean,21.0,16,23
2020-11-14,29,Levitating,Dua Lipa Featuring DaBaby,42.0,29,5
2020-11-14,30,What You Know Bout Love,Pop Smoke,29.0,25,9
2020-11-14,31,Come & Go,Juice WRLD x Marshmello,24.0,2,17
2020-11-14,33,Wonder,Shawn Mendes,32.0,18,5
2020-11-14,34,Love You Like I Used To,Russell Dickerson,37.0,34,9
2020-11-14,36,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,36.0,36,22
2020-11-14,37,Adore You,Harry Styles,31.0,6,48
2020-11-14,38,Pretty Heart,Parker McCollum,43.0,38,17
2020-11-14,39,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,35.0,11,18
2020-11-14,41,Better Together,Luke Combs,30.0,30,5
2020-11-14,42,Rags2Riches,Rod Wave Featuring ATR Son Son,40.0,12,19
2020-11-14,44,Roses,SAINt JHN,39.0,4,33
2020-11-14,45,Diamonds,Sam Smith,58.0,45,7
2020-11-14,46,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,46.0,45,15
2020-11-14,50,Break My Heart,Dua Lipa,44.0,13,32
2020-11-07,3,Mood,24kGoldn Featuring iann dior,1.0,1,12
2020-11-07,4,Laugh Now Cry Later,Drake Featuring Lil Durk,3.0,2,11
2020-11-07,5,Blinding Lights,The Weeknd,4.0,1,48
2020-11-07,6,I Hope,Gabby Barrett Featuring Charlie Puth,6.0,6,44
2020-11-07,7,WAP,Cardi B Featuring Megan Thee Stallion,2.0,1,12
2020-11-07,8,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,5.0,1,20
2020-11-07,9,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10.0,9,11
2020-11-07,10,Holy,Justin Bieber Featuring Chance The Rapper,9.0,3,6
2020-11-07,11,Rockstar,DaBaby Featuring Roddy Ricch,8.0,1,28
2020-11-07,12,Dynamite,BTS,7.0,1,10
2020-11-07,13,Before You Go,Lewis Capaldi,12.0,9,39
2020-11-07,14,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,13.0,6,17
2020-11-07,15,Watermelon Sugar,Harry Styles,11.0,1,32
2020-11-07,16,Go Crazy,Chris Brown & Young Thug,15.0,9,25
2020-11-07,17,Said Sum,Moneybagg Yo,23.0,17,17
2020-11-07,18,Circles,Post Malone,19.0,1,61
2020-11-07,19,Be Like That,Kane Brown With Swae Lee & Khalid,20.0,19,16
2020-11-07,20,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",18.0,2,38
2020-11-07,21,Got What I Got,Jason Aldean,16.0,16,22
2020-11-07,22,Kings & Queens,Ava Max,24.0,22,12
2020-11-07,23,More Than My Hometown,Morgan Wallen,28.0,23,20
2020-11-07,24,Come & Go,Juice WRLD x Marshmello,22.0,2,16
2020-11-07,25,ily,Surf Mesa Featuring Emilee,27.0,25,23
2020-11-07,26,One Of Them Girls,Lee Brice,17.0,17,22
2020-11-07,27,Lonely,Justin Bieber & benny blanco,14.0,14,2
2020-11-07,28,Bang!,AJR,26.0,26,17
2020-11-07,29,What You Know Bout Love,Pop Smoke,25.0,25,8
2020-11-07,30,Better Together,Luke Combs,57.0,30,4
2020-11-07,31,Adore You,Harry Styles,31.0,6,47
2020-11-07,32,Wonder,Shawn Mendes,30.0,18,4
2020-11-07,33,Dreams,Fleetwood Mac,21.0,1,23
2020-11-07,35,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,32.0,11,17
2020-11-07,36,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,37.0,36,21
2020-11-07,37,Love You Like I Used To,Russell Dickerson,41.0,37,8
2020-11-07,38,Don't Start Now,Dua Lipa,36.0,2,52
2020-11-07,39,Roses,SAINt JHN,33.0,4,32
2020-11-07,40,Rags2Riches,Rod Wave Featuring ATR Son Son,38.0,12,18
2020-11-07,41,Lovin' On You,Luke Combs,45.0,23,18
2020-11-07,42,Levitating,Dua Lipa Featuring DaBaby,47.0,42,4
2020-11-07,43,Pretty Heart,Parker McCollum,44.0,43,16
2020-11-07,44,Break My Heart,Dua Lipa,34.0,13,31
2020-11-07,45,Some Girls,Jameson Rodgers,29.0,29,12
2020-11-07,46,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,49.0,45,14
2020-11-07,47,Mood Swings,Pop Smoke Featuring Lil Tjay,40.0,17,17
2020-11-07,48,Everywhere But On,Matt Stell,56.0,48,8
2020-11-07,49,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,42.0,10,4
2020-11-07,50,I Should Probably Go To Bed,Dan + Shay,43.0,42,13
2020-10-31,1,Mood,24kGoldn Featuring iann dior,1.0,1,11
2020-10-31,2,WAP,Cardi B Featuring Megan Thee Stallion,2.0,1,11
2020-10-31,3,Laugh Now Cry Later,Drake Featuring Lil Durk,3.0,2,10
2020-10-31,4,Blinding Lights,The Weeknd,4.0,1,47
2020-10-31,5,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,6.0,1,19
2020-10-31,6,I Hope,Gabby Barrett Featuring Charlie Puth,8.0,6,43
2020-10-31,7,Dynamite,BTS,5.0,1,9
2020-10-31,8,Rockstar,DaBaby Featuring Roddy Ricch,7.0,1,27
2020-10-31,9,Holy,Justin Bieber Featuring Chance The Rapper,14.0,3,5
2020-10-31,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10.0,10,10
2020-10-31,11,Watermelon Sugar,Harry Styles,9.0,1,31
2020-10-31,12,Before You Go,Lewis Capaldi,11.0,9,38
2020-10-31,13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,13.0,6,16
2020-10-31,15,Go Crazy,Chris Brown & Young Thug,15.0,9,24
2020-10-31,16,Got What I Got,Jason Aldean,16.0,16,21
2020-10-31,17,One Of Them Girls,Lee Brice,17.0,17,21
2020-10-31,18,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",18.0,2,37
2020-10-31,19,Circles,Post Malone,19.0,1,60
2020-10-31,20,Be Like That,Kane Brown With Swae Lee & Khalid,20.0,20,15
2020-10-31,21,Dreams,Fleetwood Mac,12.0,1,22
2020-10-31,22,Come & Go,Juice WRLD x Marshmello,21.0,2,15
2020-10-31,23,Said Sum,Moneybagg Yo,33.0,23,16
2020-10-31,24,Kings & Queens,Ava Max,32.0,24,11
2020-10-31,25,What You Know Bout Love,Pop Smoke,29.0,25,7
2020-10-31,26,Bang!,AJR,26.0,26,16
2020-10-31,27,ily,Surf Mesa Featuring Emilee,28.0,27,22
2020-10-31,28,More Than My Hometown,Morgan Wallen,30.0,28,19
2020-10-31,29,Some Girls,Jameson Rodgers,34.0,29,11
2020-10-31,30,Wonder,Shawn Mendes,22.0,18,3
2020-10-31,31,Adore You,Harry Styles,25.0,6,46
2020-10-31,32,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,38.0,11,16
