date,rank,song,artist,last-week,peak-rank,weeks-on-board
2020-06-27,46,Here And Now,Kenny Chesney,49.0,46,11
2020-06-27,47,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,41.0,39,21
2020-06-27,48,After A Few,Travis Denning,35.0,31,12
2020-06-27,49,Dior,Pop Smoke,48.0,30,18
2020-06-27,50,Hot Girl Bummer,blackbear,46.0,11,40
2020-06-20,1,Rockstar,DaBaby Featuring Roddy Ricch,1.0,1,8
2020-06-20,2,Savage,Megan Thee Stallion,2.0,1,13
2020-06-20,3,Blinding Lights,The Weeknd,3.0,1,28
2020-06-20,4,Say So,Doja Cat Featuring Nicki Minaj,4.0,1,23
2020-06-20,5,Intentions,Justin Bieber Featuring Quavo,8.0,5,18
2020-06-20,6,Toosie Slide,Drake,6.0,1,10
2020-06-20,7,Roses,SAINt JHN,10.0,7,12
2020-06-20,8,Don't Start Now,Dua Lipa,7.0,2,32
2020-06-20,9,The Box,Roddy Ricch,9.0,1,27
2020-06-20,10,Rain On Me,Lady Gaga & Ariana Grande,5.0,1,3
2020-06-20,11,Circles,Post Malone,11.0,1,41
2020-06-20,12,Blueberry Faygo,Lil Mosey,15.0,12,18
2020-06-20,13,The Bones,Maren Morris,14.0,12,38
2020-06-20,14,Adore You,Harry Styles,12.0,6,27
2020-06-20,15,Life Is Good,Future Featuring Drake,13.0,2,22
2020-06-20,16,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",21.0,16,18
2020-06-20,17,Falling,Trevor Daniel,18.0,17,30
2020-06-20,18,I Hope,Gabby Barrett Featuring Charlie Puth,19.0,16,24
2020-06-20,19,Sunday Best,Surfaces,20.0,19,15
2020-06-20,20,Stuck With U,Ariana Grande & Justin Bieber,17.0,1,5
2020-06-20,21,Party Girl,StaySolidRocky,26.0,21,7
2020-06-20,22,Chasin' You,Morgan Wallen,16.0,16,20
2020-06-20,23,Death Bed,Powfu Featuring beabadoobee,24.0,23,13
2020-06-20,24,High Fashion,Roddy Ricch Featuring Mustard,23.0,20,24
2020-06-20,25,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",22.0,1,7
2020-06-20,26,Break My Heart,Dua Lipa,29.0,21,11
2020-06-20,27,Before You Go,Lewis Capaldi,28.0,27,19
2020-06-20,28,Does To Me,Luke Combs Featuring Eric Church,25.0,20,13
2020-06-20,29,Watermelon Sugar,Harry Styles,40.0,29,12
2020-06-20,30,Hard To Forget,Sam Hunt,30.0,30,11
2020-06-20,31,I Hope You're Happy Now,Carly Pearce & Lee Brice,27.0,27,23
2020-06-20,32,Memories,Maroon 5,32.0,2,38
2020-06-20,33,Be Kind,Marshmello & Halsey,36.0,29,6
2020-06-20,34,We Paid,Lil Baby & 42 Dugg,55.0,34,6
2020-06-20,35,After A Few,Travis Denning,31.0,31,11
2020-06-20,36,Everything I Wanted,Billie Eilish,38.0,8,31
2020-06-20,37,Go Crazy,Chris Brown & Young Thug,50.0,37,5
2020-06-20,38,Nobody But You,Blake Shelton Duet With Gwen Stefani,35.0,18,22
2020-06-20,39,One Margarita,Luke Bryan,44.0,39,6
2020-06-20,40,My Oh My,Camila Cabello Featuring DaBaby,34.0,12,27
2020-06-20,41,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,39.0,39,20
2020-06-20,42,Supalonely,BENEE Featuring Gus Dapperton,43.0,39,13
2020-06-20,43,Gooba,6ix9ine,37.0,3,5
2020-06-20,44,Walk Em Down,NLE Choppa Featuring Roddy Ricch,45.0,44,12
2020-06-20,45,Bluebird,Miranda Lambert,46.0,45,10
2020-06-20,46,Hot Girl Bummer,blackbear,47.0,11,39
2020-06-20,47,Emotionally Scarred,Lil Baby,52.0,31,15
2020-06-20,48,Dior,Pop Smoke,54.0,30,17
2020-06-20,49,Here And Now,Kenny Chesney,48.0,48,10
2020-06-20,50,Dance Monkey,Tones And I,49.0,4,36
2020-06-13,1,Rockstar,DaBaby Featuring Roddy Ricch,3.0,1,7
2020-06-13,2,Savage,Megan Thee Stallion,2.0,1,12
2020-06-13,3,Blinding Lights,The Weeknd,4.0,1,27
2020-06-13,4,Say So,Doja Cat Featuring Nicki Minaj,5.0,1,22
2020-06-13,5,Rain On Me,Lady Gaga & Ariana Grande,1.0,1,2
2020-06-13,6,Toosie Slide,Drake,6.0,1,9
2020-06-13,7,Don't Start Now,Dua Lipa,7.0,2,31
2020-06-13,8,Intentions,Justin Bieber Featuring Quavo,9.0,8,17
2020-06-13,9,The Box,Roddy Ricch,8.0,1,26
2020-06-13,10,Roses,SAINt JHN,14.0,10,11
2020-06-13,11,Circles,Post Malone,11.0,1,40
2020-06-13,12,Adore You,Harry Styles,12.0,6,26
2020-06-13,13,Life Is Good,Future Featuring Drake,10.0,2,21
2020-06-13,14,The Bones,Maren Morris,13.0,12,37
2020-06-13,15,Blueberry Faygo,Lil Mosey,16.0,15,17
2020-06-13,16,Chasin' You,Morgan Wallen,18.0,16,19
2020-06-13,17,Stuck With U,Ariana Grande & Justin Bieber,15.0,1,4
2020-06-13,18,Falling,Trevor Daniel,21.0,18,29
2020-06-13,19,I Hope,Gabby Barrett Featuring Charlie Puth,19.0,16,23
2020-06-13,20,Sunday Best,Surfaces,24.0,20,14
2020-06-13,21,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",25.0,21,17
2020-06-13,22,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",17.0,1,6
2020-06-13,23,High Fashion,Roddy Ricch Featuring Mustard,23.0,20,23
2020-06-13,24,Death Bed,Powfu Featuring beabadoobee,26.0,24,12
2020-06-13,25,Does To Me,Luke Combs Featuring Eric Church,20.0,20,12
2020-06-13,26,Party Girl,StaySolidRocky,27.0,26,6
2020-06-13,27,I Hope You're Happy Now,Carly Pearce & Lee Brice,29.0,27,22
2020-06-13,28,Before You Go,Lewis Capaldi,30.0,28,18
2020-06-13,29,Break My Heart,Dua Lipa,34.0,21,10
2020-06-13,30,Hard To Forget,Sam Hunt,37.0,30,10
2020-06-13,31,After A Few,Travis Denning,33.0,31,10
2020-06-13,32,Memories,Maroon 5,36.0,2,37
2020-06-13,34,My Oh My,Camila Cabello Featuring DaBaby,31.0,12,26
2020-06-13,35,Nobody But You,Blake Shelton Duet With Gwen Stefani,28.0,18,21
2020-06-13,36,Be Kind,Marshmello & Halsey,39.0,29,5
2020-06-13,37,Gooba,6ix9ine,22.0,3,4
2020-06-13,38,Everything I Wanted,Billie Eilish,35.0,8,30
2020-06-13,39,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,53.0,39,19
2020-06-13,40,Watermelon Sugar,Harry Styles,45.0,40,11
2020-06-13,43,Supalonely,BENEE Featuring Gus Dapperton,44.0,39,12
2020-06-13,44,One Margarita,Luke Bryan,47.0,44,5
2020-06-13,45,Walk Em Down,NLE Choppa Featuring Roddy Ricch,46.0,45,11
2020-06-13,46,Bluebird,Miranda Lambert,51.0,46,9
2020-06-13,47,Hot Girl Bummer,blackbear,43.0,11,38
2020-06-13,48,Here And Now,Kenny Chesney,69.0,48,9
2020-06-13,49,Dance Monkey,Tones And I,48.0,4,35
2020-06-13,50,Go Crazy,Chris Brown & Young Thug,52.0,50,4
2020-06-06,2,Savage,Megan Thee Stallion,1.0,1,11
2020-06-06,3,Rockstar,DaBaby Featuring Roddy Ricch,4.0,3,6
2020-06-06,4,Blinding Lights,The Weeknd,3.0,1,26
2020-06-06,5,Say So,Doja Cat Featuring Nicki Minaj,2.0,1,21
2020-06-06,6,Toosie Slide,Drake,5.0,1,8
2020-06-06,7,Don't Start Now,Dua Lipa,8.0,2,30
2020-06-06,8,The Box,Roddy Ricch,7.0,1,25
2020-06-06,9,Intentions,Justin Bieber Featuring Quavo,9.0,8,16
2020-06-06,10,Life Is Good,Future Featuring Drake,6.0,2,20
2020-06-06,11,Circles,Post Malone,10.0,1,39
2020-06-06,12,Adore You,Harry Styles,12.0,6,25
2020-06-06,13,The Bones,Maren Morris,14.0,12,36
2020-06-06,14,Roses,SAINt JHN,15.0,14,10
2020-06-06,15,Stuck With U,Ariana Grande & Justin Bieber,13.0,1,3
2020-06-06,16,Blueberry Faygo,Lil Mosey,17.0,16,16
2020-06-06,17,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",16.0,1,5
2020-06-06,18,Chasin' You,Morgan Wallen,18.0,18,18
2020-06-06,19,I Hope,Gabby Barrett Featuring Charlie Puth,19.0,16,22
2020-06-06,20,Does To Me,Luke Combs Featuring Eric Church,22.0,20,11
2020-06-06,21,Falling,Trevor Daniel,21.0,21,28
2020-06-06,22,Gooba,6ix9ine,11.0,3,3
2020-06-06,23,High Fashion,Roddy Ricch Featuring Mustard,24.0,20,22
2020-06-06,24,Sunday Best,Surfaces,26.0,24,13
2020-06-06,25,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",28.0,25,16
2020-06-06,26,Death Bed,Powfu Featuring beabadoobee,29.0,26,11
2020-06-06,27,Party Girl,StaySolidRocky,38.0,27,5
2020-06-06,28,Nobody But You,Blake Shelton Duet With Gwen Stefani,23.0,18,20
2020-06-06,29,I Hope You're Happy Now,Carly Pearce & Lee Brice,35.0,29,21
2020-06-06,30,Before You Go,Lewis Capaldi,36.0,30,17
2020-06-06,31,My Oh My,Camila Cabello Featuring DaBaby,25.0,12,25
2020-06-06,32,In Your Eyes,The Weeknd,58.0,16,10
2020-06-06,33,After A Few,Travis Denning,37.0,33,9
2020-06-06,34,Break My Heart,Dua Lipa,39.0,21,9
2020-06-06,35,Everything I Wanted,Billie Eilish,27.0,8,29
2020-06-06,36,Memories,Maroon 5,31.0,2,36
2020-06-06,37,Hard To Forget,Sam Hunt,44.0,37,9
2020-06-06,39,Be Kind,Marshmello & Halsey,43.0,29,4
2020-06-06,40,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,42.0,36,11
2020-06-06,42,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,41.0,26,27
2020-06-06,43,Hot Girl Bummer,blackbear,46.0,11,37
2020-06-06,44,Supalonely,BENEE Featuring Gus Dapperton,45.0,39,11
2020-06-06,45,Watermelon Sugar,Harry Styles,64.0,45,10
2020-06-06,46,Walk Em Down,NLE Choppa Featuring Roddy Ricch,52.0,46,10
2020-06-06,47,One Margarita,Luke Bryan,48.0,47,4
2020-06-06,48,Dance Monkey,Tones And I,47.0,4,34
2020-06-06,49,Flex,Polo G Featuring Juice WRLD,30.0,30,2
2020-06-06,50,Sum 2 Prove,Lil Baby,51.0,16,20
2020-05-30,1,Savage,Megan Thee Stallion,5.0,1,10
2020-05-30,2,Say So,Doja Cat Featuring Nicki Minaj,2.0,1,20
2020-05-30,3,Blinding Lights,The Weeknd,4.0,1,25
2020-05-30,4,Rockstar,DaBaby Featuring Roddy Ricch,8.0,4,5
2020-05-30,5,Toosie Slide,Drake,6.0,1,7
2020-05-30,6,Life Is Good,Future Featuring Drake,13.0,2,19
2020-05-30,7,The Box,Roddy Ricch,7.0,1,24
2020-05-30,8,Don't Start Now,Dua Lipa,9.0,2,29
2020-05-30,9,Intentions,Justin Bieber Featuring Quavo,11.0,8,15
2020-05-30,10,Circles,Post Malone,10.0,1,38
2020-05-30,11,Gooba,6ix9ine,3.0,3,2
2020-05-30,12,Adore You,Harry Styles,12.0,6,24
2020-05-30,13,Stuck With U,Ariana Grande & Justin Bieber,1.0,1,2
2020-05-30,14,The Bones,Maren Morris,14.0,12,35
2020-05-30,15,Roses,SAINt JHN,16.0,15,9
2020-05-30,16,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",15.0,1,4
2020-05-30,17,Blueberry Faygo,Lil Mosey,20.0,16,15
2020-05-30,18,Chasin' You,Morgan Wallen,21.0,18,17
2020-05-30,19,I Hope,Gabby Barrett Featuring Charlie Puth,23.0,16,21
2020-05-30,20,Someone You Loved,Lewis Capaldi,18.0,1,54
2020-05-30,21,Falling,Trevor Daniel,22.0,21,27
2020-05-30,22,Does To Me,Luke Combs Featuring Eric Church,28.0,22,10
2020-05-30,23,Nobody But You,Blake Shelton Duet With Gwen Stefani,25.0,18,19
2020-05-30,24,High Fashion,Roddy Ricch Featuring Mustard,26.0,20,21
2020-05-30,25,My Oh My,Camila Cabello Featuring DaBaby,17.0,12,24
2020-05-30,26,Sunday Best,Surfaces,29.0,26,12
2020-05-30,27,Everything I Wanted,Billie Eilish,19.0,8,28
2020-05-30,28,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",32.0,28,15
2020-05-30,29,Death Bed,Powfu Featuring beabadoobee,27.0,26,10
2020-05-30,31,Memories,Maroon 5,24.0,2,35
2020-05-30,35,I Hope You're Happy Now,Carly Pearce & Lee Brice,34.0,34,20
2020-05-30,36,Before You Go,Lewis Capaldi,37.0,36,16
2020-05-30,37,After A Few,Travis Denning,38.0,37,8
2020-05-30,38,Party Girl,StaySolidRocky,48.0,38,4
2020-05-30,39,Break My Heart,Dua Lipa,31.0,21,8
2020-05-30,41,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,30.0,26,26
2020-05-30,42,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,36.0,36,10
2020-05-30,43,Be Kind,Marshmello & Halsey,33.0,29,3
2020-05-30,44,Hard To Forget,Sam Hunt,44.0,40,8
2020-05-30,45,Supalonely,BENEE Featuring Gus Dapperton,39.0,39,10
2020-05-30,46,Hot Girl Bummer,blackbear,35.0,11,36
2020-05-30,47,Dance Monkey,Tones And I,42.0,4,33
2020-05-30,48,One Margarita,Luke Bryan,69.0,48,3
2020-05-30,49,Ballin',Mustard & Roddy Ricch,41.0,11,44
2020-05-30,50,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,58.0,50,17
2020-05-23,2,Say So,Doja Cat Featuring Nicki Minaj,1.0,1,19
2020-05-23,4,Blinding Lights,The Weeknd,3.0,1,24
2020-05-23,5,Savage,Megan Thee Stallion,2.0,2,9
2020-05-23,6,Toosie Slide,Drake,4.0,1,6
2020-05-23,7,The Box,Roddy Ricch,5.0,1,23
2020-05-23,8,Rockstar,DaBaby Featuring Roddy Ricch,9.0,8,4
2020-05-23,9,Don't Start Now,Dua Lipa,6.0,2,28
2020-05-23,10,Circles,Post Malone,8.0,1,37
2020-05-23,11,Intentions,Justin Bieber Featuring Quavo,10.0,8,14
2020-05-23,12,Adore You,Harry Styles,11.0,6,23
2020-05-23,13,Life Is Good,Future Featuring Drake,13.0,2,18
2020-05-23,14,The Bones,Maren Morris,15.0,12,34
2020-05-23,15,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",12.0,1,3
2020-05-23,16,Roses,SAINt JHN,20.0,16,8
2020-05-23,17,My Oh My,Camila Cabello Featuring DaBaby,16.0,12,23
2020-05-23,18,Someone You Loved,Lewis Capaldi,18.0,1,53
2020-05-23,19,Everything I Wanted,Billie Eilish,17.0,8,27
2020-05-23,20,Blueberry Faygo,Lil Mosey,22.0,16,14
2020-05-23,21,Chasin' You,Morgan Wallen,23.0,21,16
2020-05-23,22,Falling,Trevor Daniel,28.0,22,26
2020-05-23,23,I Hope,Gabby Barrett Featuring Charlie Puth,21.0,16,20
2020-05-23,24,Memories,Maroon 5,26.0,2,34
2020-05-23,25,Nobody But You,Blake Shelton Duet With Gwen Stefani,24.0,18,18
2020-05-23,26,High Fashion,Roddy Ricch Featuring Mustard,33.0,20,20
2020-05-23,27,Death Bed,Powfu Featuring beabadoobee,31.0,26,9
2020-05-23,28,Does To Me,Luke Combs Featuring Eric Church,36.0,28,9
2020-05-23,29,Sunday Best,Surfaces,37.0,28,11
2020-05-23,30,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,38.0,26,25
2020-05-23,31,Break My Heart,Dua Lipa,40.0,21,7
2020-05-23,32,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",44.0,32,14
2020-05-23,33,Be Kind,Marshmello & Halsey,29.0,29,2
2020-05-23,34,I Hope You're Happy Now,Carly Pearce & Lee Brice,50.0,34,19
2020-05-23,35,Hot Girl Bummer,blackbear,43.0,11,35
2020-05-23,36,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,41.0,36,9
2020-05-23,37,Before You Go,Lewis Capaldi,53.0,37,15
2020-05-23,38,After A Few,Travis Denning,48.0,38,7
2020-05-23,39,Supalonely,BENEE Featuring Gus Dapperton,54.0,39,9
2020-05-23,40,Heart On Ice,Rod Wave,46.0,25,27
2020-05-23,41,Ballin',Mustard & Roddy Ricch,47.0,11,43
2020-05-23,42,Dance Monkey,Tones And I,49.0,4,32
2020-05-23,44,Hard To Forget,Sam Hunt,55.0,40,7
2020-05-23,45,Sum 2 Prove,Lil Baby,57.0,16,18
2020-05-23,46,Chicago Freestyle,Drake Featuring Giveon,14.0,14,2
2020-05-23,47,Level Of Concern,twenty one pilots,60.0,23,5
2020-05-23,48,Party Girl,StaySolidRocky,64.0,48,3
2020-05-23,49,Righteous,Juice WRLD,42.0,11,3
2020-05-16,1,Say So,Doja Cat Featuring Nicki Minaj,6.0,1,18
2020-05-16,2,Savage,Megan Thee Stallion,4.0,2,8
2020-05-16,3,Blinding Lights,The Weeknd,2.0,1,23
2020-05-16,4,Toosie Slide,Drake,3.0,1,5
2020-05-16,5,The Box,Roddy Ricch,5.0,1,22
2020-05-16,6,Don't Start Now,Dua Lipa,7.0,2,27
2020-05-16,8,Circles,Post Malone,8.0,1,36
2020-05-16,9,Rockstar,DaBaby Featuring Roddy Ricch,14.0,9,3
2020-05-16,10,Intentions,Justin Bieber Featuring Quavo,9.0,8,13
2020-05-16,11,Adore You,Harry Styles,10.0,6,22
2020-05-16,12,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",1.0,1,2
2020-05-16,13,Life Is Good,Future Featuring Drake,12.0,2,17
2020-05-16,15,The Bones,Maren Morris,15.0,12,33
2020-05-16,16,My Oh My,Camila Cabello Featuring DaBaby,13.0,12,22
2020-05-16,17,Everything I Wanted,Billie Eilish,16.0,8,26
2020-05-16,18,Someone You Loved,Lewis Capaldi,17.0,1,52
2020-05-16,20,Roses,SAINt JHN,23.0,20,7
2020-05-16,21,I Hope,Gabby Barrett Featuring Charlie Puth,19.0,16,19
2020-05-16,22,Blueberry Faygo,Lil Mosey,20.0,16,13
2020-05-16,23,Chasin' You,Morgan Wallen,22.0,21,15
2020-05-16,24,Nobody But You,Blake Shelton Duet With Gwen Stefani,18.0,18,17
2020-05-16,26,Memories,Maroon 5,21.0,2,33
2020-05-16,28,Falling,Trevor Daniel,24.0,22,25
2020-05-16,31,Death Bed,Powfu Featuring beabadoobee,26.0,26,8
2020-05-16,33,High Fashion,Roddy Ricch Featuring Mustard,25.0,20,19
2020-05-16,36,Does To Me,Luke Combs Featuring Eric Church,30.0,30,8
2020-05-16,37,Sunday Best,Surfaces,28.0,28,10
2020-05-16,38,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,29.0,26,24
2020-05-16,40,Break My Heart,Dua Lipa,36.0,21,6
2020-05-16,41,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,40.0,40,8
2020-05-16,42,Righteous,Juice WRLD,11.0,11,2
2020-05-16,43,Hot Girl Bummer,blackbear,27.0,11,34
2020-05-16,44,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",35.0,35,13
2020-05-16,46,Heart On Ice,Rod Wave,31.0,25,26
2020-05-16,47,Ballin',Mustard & Roddy Ricch,32.0,11,42
2020-05-16,48,After A Few,Travis Denning,44.0,44,6
2020-05-16,49,Dance Monkey,Tones And I,34.0,4,31
2020-05-16,50,I Hope You're Happy Now,Carly Pearce & Lee Brice,39.0,39,18
2020-05-09,2,Blinding Lights,The Weeknd,1.0,1,22
2020-05-09,3,Toosie Slide,Drake,2.0,1,4
2020-05-09,4,Savage,Megan Thee Stallion,14.0,4,7
2020-05-09,5,The Box,Roddy Ricch,3.0,1,21
2020-05-09,6,Say So,Doja Cat Featuring Nicki Minaj,5.0,5,17
2020-05-09,7,Don't Start Now,Dua Lipa,4.0,2,26
2020-05-09,8,Circles,Post Malone,6.0,1,35
2020-05-09,9,Intentions,Justin Bieber Featuring Quavo,8.0,8,12
2020-05-09,10,Adore You,Harry Styles,7.0,6,21
2020-05-09,12,Life Is Good,Future Featuring Drake,10.0,2,16
2020-05-09,13,My Oh My,Camila Cabello Featuring DaBaby,12.0,12,21
2020-05-09,14,Rockstar,DaBaby Featuring Roddy Ricch,9.0,9,2
2020-05-09,15,The Bones,Maren Morris,13.0,12,32
2020-05-09,16,Everything I Wanted,Billie Eilish,11.0,8,25
2020-05-09,17,Someone You Loved,Lewis Capaldi,15.0,1,51
2020-05-09,18,Nobody But You,Blake Shelton Duet With Gwen Stefani,20.0,18,16
2020-05-09,19,I Hope,Gabby Barrett Featuring Charlie Puth,16.0,16,18
2020-05-09,20,Blueberry Faygo,Lil Mosey,19.0,16,12
2020-05-09,21,Memories,Maroon 5,18.0,2,32
2020-05-09,22,Chasin' You,Morgan Wallen,21.0,21,14
2020-05-09,23,Roses,SAINt JHN,22.0,22,6
2020-05-09,24,Falling,Trevor Daniel,23.0,22,24
2020-05-09,25,High Fashion,Roddy Ricch Featuring Mustard,25.0,20,18
2020-05-09,26,Death Bed,Powfu Featuring beabadoobee,27.0,26,7
2020-05-09,27,Hot Girl Bummer,blackbear,24.0,11,33
2020-05-09,28,Sunday Best,Surfaces,38.0,28,9
2020-05-09,29,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,34.0,26,23
2020-05-09,30,Does To Me,Luke Combs Featuring Eric Church,40.0,30,7
2020-05-09,31,Heart On Ice,Rod Wave,29.0,25,25
2020-05-09,32,Ballin',Mustard & Roddy Ricch,32.0,11,41
2020-05-09,33,Roxanne,Arizona Zervas,26.0,4,26
2020-05-09,34,Dance Monkey,Tones And I,31.0,4,30
2020-05-09,35,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",37.0,35,12
2020-05-09,36,Break My Heart,Dua Lipa,39.0,21,5
2020-05-09,37,Heartless,The Weeknd,28.0,1,23
2020-05-09,39,I Hope You're Happy Now,Carly Pearce & Lee Brice,47.0,39,17
2020-05-09,40,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,51.0,40,7
2020-05-09,41,Level Of Concern,twenty one pilots,45.0,23,3
2020-05-09,42,I Love Me,Demi Lovato,42.0,18,8
2020-05-09,43,More Hearts Than Mine,Ingrid Andress,30.0,30,18
2020-05-09,44,After A Few,Travis Denning,56.0,44,5
2020-05-09,46,"10,000 Hours",Dan + Shay & Justin Bieber,41.0,4,30
2020-05-09,47,Hard To Forget,Sam Hunt,49.0,40,5
2020-05-09,48,Supalonely,BENEE Featuring Gus Dapperton,59.0,48,7
2020-05-09,50,Before You Go,Lewis Capaldi,57.0,50,13
2020-05-02,1,Blinding Lights,The Weeknd,1.0,1,21
2020-05-02,2,Toosie Slide,Drake,2.0,1,3
2020-05-02,3,The Box,Roddy Ricch,3.0,1,20
2020-05-02,4,Don't Start Now,Dua Lipa,4.0,2,25
2020-05-02,5,Say So,Doja Cat Featuring Nicki Minaj,5.0,5,16
2020-05-02,6,Circles,Post Malone,7.0,1,34
2020-05-02,7,Adore You,Harry Styles,6.0,6,20
2020-05-02,8,Intentions,Justin Bieber Featuring Quavo,9.0,8,11
2020-05-02,10,Life Is Good,Future Featuring Drake,8.0,2,15
2020-05-02,11,Everything I Wanted,Billie Eilish,10.0,8,24
2020-05-02,12,My Oh My,Camila Cabello Featuring DaBaby,12.0,12,20
2020-05-02,13,The Bones,Maren Morris,13.0,12,31
2020-05-02,14,Savage,Megan Thee Stallion,14.0,14,6
2020-05-02,15,Someone You Loved,Lewis Capaldi,11.0,1,50
2020-05-02,16,I Hope,Gabby Barrett Featuring Charlie Puth,17.0,16,17
2020-05-02,18,Memories,Maroon 5,15.0,2,31
2020-05-02,19,Blueberry Faygo,Lil Mosey,16.0,16,11
2020-05-02,20,Nobody But You,Blake Shelton Duet With Gwen Stefani,18.0,18,15
2020-05-02,21,Chasin' You,Morgan Wallen,25.0,21,13
2020-05-02,22,Roses,SAINt JHN,26.0,22,5
2020-05-02,23,Falling,Trevor Daniel,22.0,22,23
2020-05-02,24,Hot Girl Bummer,blackbear,20.0,11,32
2020-05-02,25,High Fashion,Roddy Ricch Featuring Mustard,29.0,20,17
2020-05-02,26,Roxanne,Arizona Zervas,19.0,4,25
2020-05-02,27,Death Bed,Powfu Featuring beabadoobee,30.0,27,6
2020-05-02,28,Heartless,The Weeknd,21.0,1,22
2020-05-02,29,Heart On Ice,Rod Wave,28.0,25,24
2020-05-02,30,More Hearts Than Mine,Ingrid Andress,32.0,30,17
2020-05-02,31,Dance Monkey,Tones And I,24.0,4,29
2020-05-02,32,Ballin',Mustard & Roddy Ricch,27.0,11,40
2020-05-02,33,Find My Way,DaBaby,51.0,22,3
2020-05-02,34,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,31.0,26,22
2020-05-02,37,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",36.0,36,11
2020-05-02,38,Sunday Best,Surfaces,38.0,38,8
2020-05-02,39,Break My Heart,Dua Lipa,35.0,21,4
2020-05-02,40,Does To Me,Luke Combs Featuring Eric Church,48.0,40,6
2020-05-02,41,"10,000 Hours",Dan + Shay & Justin Bieber,34.0,4,29
2020-05-02,42,I Love Me,Demi Lovato,41.0,18,7
2020-05-02,43,BOP,DaBaby,39.0,11,30
2020-05-02,45,Level Of Concern,twenty one pilots,23.0,23,2
2020-05-02,46,Stupid Love,Lady Gaga,33.0,5,8
2020-05-02,47,I Hope You're Happy Now,Carly Pearce & Lee Brice,42.0,42,16
2020-05-02,48,No Guidance,Chris Brown Featuring Drake,40.0,5,46
2020-05-02,49,Hard To Forget,Sam Hunt,49.0,40,4
2020-04-25,1,Blinding Lights,The Weeknd,2.0,1,20
2020-04-25,2,Toosie Slide,Drake,1.0,1,2
2020-04-25,3,The Box,Roddy Ricch,3.0,1,19
2020-04-25,4,Don't Start Now,Dua Lipa,4.0,2,24
2020-04-25,5,Say So,Doja Cat Featuring Nicki Minaj,8.0,5,15
2020-04-25,6,Adore You,Harry Styles,7.0,6,19
2020-04-25,7,Circles,Post Malone,6.0,1,33
2020-04-25,8,Life Is Good,Future Featuring Drake,5.0,2,14
2020-04-25,9,Intentions,Justin Bieber Featuring Quavo,9.0,8,10
2020-04-25,10,Everything I Wanted,Billie Eilish,10.0,8,23
2020-04-25,11,Someone You Loved,Lewis Capaldi,11.0,1,49
2020-04-25,12,My Oh My,Camila Cabello Featuring DaBaby,13.0,12,19
2020-04-25,13,The Bones,Maren Morris,12.0,12,30
2020-04-25,14,Savage,Megan Thee Stallion,14.0,14,5
2020-04-25,15,Memories,Maroon 5,15.0,2,30
2020-04-25,16,Blueberry Faygo,Lil Mosey,18.0,16,10
2020-04-25,17,I Hope,Gabby Barrett Featuring Charlie Puth,20.0,17,16
2020-04-25,18,Nobody But You,Blake Shelton Duet With Gwen Stefani,24.0,18,14
2020-04-25,19,Roxanne,Arizona Zervas,16.0,4,24
2020-04-25,20,Hot Girl Bummer,blackbear,17.0,11,31
2020-04-25,21,Heartless,The Weeknd,19.0,1,21
2020-04-25,22,Falling,Trevor Daniel,23.0,22,22
2020-04-25,24,Dance Monkey,Tones And I,21.0,4,28
2020-04-25,25,Chasin' You,Morgan Wallen,27.0,25,12
2020-04-25,26,Roses,SAINt JHN,30.0,26,4
2020-04-25,27,Ballin',Mustard & Roddy Ricch,26.0,11,39
2020-04-25,28,Heart On Ice,Rod Wave,25.0,25,23
